,Address,Suburb,Price,Bedrooms,Bathrooms,Garage,Land_Area,Floor_Area,Build_Year,Cbd_Dist,Nearest_Stn,Nearest_Stn_Dist,Date_Sold,Postcode,Nearest_Sch,Nearest_Sch_Dist
20763,5 Simon Place,City Beach,1550000,4,2,3,996,160,1968,9.5,Grant Street Station,7.1,11-2019,6015,Newman College,2.2
20764,5 Sisley Approach,Tapping,530000,4,2,2,608,200,2007,25.6,Joondalup Station,4.0,06-2018,6065,Joseph Banks Secondary College,3.2
20765,5 Skytown Place,Queens Park,395000,3,1,2,739,130,1993,10.0,Queens Park Station,0.6,01-2019,6107,St Norbert College,0.4
20766,5 Slate Way,Eglinton,350000,3,2,2,225,107,2013,43.4,Butler Station,5.3,06-2015,6034,Yanchep Secondary College,5.5
20767,5 Soldiers Road,Roleystone,494000,3,1,4,2057,234,1954,27.3,Challis Station,4.6,02-2018,6111,Kelmscott Senior High School,4.8
20768,5 Songlark Place,Huntingdale,337000,3,1,2,506,104,1994,17.4,Thornlie Station,4.0,10-2017,6110,Southern River College,1.6
20769,5 Sophia Street,Bellevue,282000,2,1,4,728,100,1935,17.6,Midland Station,3.3,02-2018,6056,Swan View Senior High School,1.7
20770,5 Sperry Court,Ferndale,565000,4,2,5,680,185,1981,10.4,Queens Park Station,2.5,06-2017,6148,Fountain College,1.2
20771,5 Spring Road,Parkerville,440000,3,1,2,1546,105,1986,27.7,Midland Station,13.2,05-2018,6081,Mundaring Christian College,4.1
20772,5 St James Approach,Iluka,1030000,4,2,2,702,279,2000,26.9,Currambine Station,3.0,04-2016,6028,Prendiville Catholic College,2.2
20773,5 St Joseph Close,Stirling,732000,4,2,2,689,225,1993,10.2,Stirling Station,2.3,05-2020,6021,Balcatta Senior High School,0.9
20774,5 St Vincent Street,Bedfordale,510000,5,1,5,8491,203,1980,30.9,Armadale Station,4.4,04-2016,6112,Southern Hills Christian College,0.6
20775,5 Staunton Grove,Mirrabooka,430000,4,2,2,615,130,1990,11.2,Warwick Station,7.0,06-2016,6061,Mercy College,1.3
20776,5 Staunton Vale,Carramar,465000,4,2,2,601,223,2002,28.2,Currambine Station,3.5,11-2018,6031,Joseph Banks Secondary College,1.7
20777,5 Stead Street,Maddington,253000,3,1,2,792,110,1968,17.8,Gosnells Station,1.5,11-2018,6109,Lumen Christi College,1.5
20778,5 Stenton Corner,Leeming,690000,4,2,2,814,225,1997,13.5,Murdoch Station,3.4,08-2018,6149,Willetton Senior High School,1.3
20779,5 Stevenson Way,Willetton,800000,4,2,2,725,206,1986,11.0,Bull Creek Station,3.9,11-2020,6155,Oneschool Global Wa,1.3
20780,5 Stewartby Crescent,Viveash,575000,4,2,1,810,211,1968,15.8,Midland Station,1.8,02-2018,6056,La Salle College,0.6
20781,5 Stokesay Street,Orelia,350000,4,2,2,535,143,2007,31.1,Kwinana Station,2.1,08-2017,6167,Gilmore College,1.1
20782,5 Stormbird Loop,Currambine,660000,4,2,2,476,212,2001,26.8,Currambine Station,1.4,01-2017,6028,Lake Joondalup Baptist College,2.1
20783,5 Stratford Road,Bertram,350000,3,2,2,391,137,2009,32.3,Kwinana Station,0.7,03-2016,6167,The King'S College,1.4
20784,5 Stuart Street,Greenmount,485250,3,2,4,656,156,1930,18.0,Midland Station,3.7,08-2016,6056,Swan View Senior High School,1.4
20785,5 Stylis Place,Bennett Springs,400000,4,2,2,519,197,1998,12.0,Ashfield Station,6.1,05-2018,6063,Kiara College,2.3
20786,5 Sudley Lane,Ellenbrook,317000,4,2,2,300,145,2008,23.1,East Guildford Station,14.0,03-2020,6069,Holy Cross College,0.4
20787,5 Summershill Gate,Kenwick,415000,4,2,2,535,139,2005,15.2,Madding,0.9,11-2016,6107,St Francis' School,0.7
20788,5 Summerton Road,Medina,262000,4,1,1,765,120,1954,32.6,Wellard Station,2.9,05-2015,6167,Gilmore College,1.1
20789,5 Sunbird Place,Ocean Reef,720000,4,2,2,829,193,1989,22.9,Edgewater Station,3.1,02-2019,6027,Ocean Reef Senior High School,1.5
20790,5 Sunbird Way,Gwelup,940000,4,2,2,657,236,2010,11.1,Warwick Station,2.4,11-2018,6018,Balcatta Senior High School,1.6
20791,5 Sunshine Place,Bibra Lake,550000,4,2,2,707,167,1988,16.5,Murdoch Station,3.8,07-2016,6163,Lakeland Senior High School,1.3
20792,5 Surflin Court,Casuarina,852399,7,4,3,8002,418,1997,31.0,Kwinana Station,2.7,11-2017,6167,The King'S College,4.0
20793,5 Swansea Promenade,Mindarie,895000,4,3,3,340,315,2008,32.6,Clarkson Station,3.1,08-2019,6030,Youth Futures Community School,1.4
20794,5 Swifts Street,Greenwood,388500,3,1,1,807,102,1974,14.5,Warwick Station,3.0,07-2018,6024,Warwick Senior High School,1.5
20795,5 Sylvan Court,Singleton,460000,4,2,2,753,256,1995,55.6,Mandurah Station,9.3,12-2016,6175,Comet Bay College,3.2
20796,5 Syred Way,Ellenbrook,369000,4,2,2,416,148,2006,22.9,Guildford Station,14.6,12-2020,6069,Holy Cross College,1.0
20797,5 Tack Place,Ocean Reef,765000,4,2,3,1067,190,1986,23.8,Joondalup Station,3.1,04-2017,6027,Ocean Reef Senior High School,0.5
20798,5 Taittinger Grove,The Vines,820000,5,2,3,1801,291,1996,24.5,Woodbridge Station,14.1,11-2019,6069,Holy Cross College,2.1
20799,5 Tamar Lane,Currambine,300000,4,2,2,613,192,1993,27.5,Currambine Station,1.0,08-2016,6028,Lake Joondalup Baptist College,2.4
20800,5 Tanner Street,Middle Swan,270000,3,1,2,503,135,1910,16.9,Midland Station,2.2,12-2017,6056,La Salle College,0.9
20801,5 Tarrant Way,Bateman,730000,4,2,2,710,400,1980,12.6,Murdoch Station,0.4,08-2016,6150,Corpus Christi College,0.9
20802,5 Terrigal Pass,Tapping,445000,4,2,2,606,163,2003,27.2,Currambine Station,4.4,07-2019,6065,Joseph Banks Secondary College,1.7
20803,5 THAMES WAY,Warnbro,210000,4,2,2,476,150,1996,44.7,Warnbro Station,2.2,03-2018,6169,Warnbro Community High School,0.8
20804,5 The Grove,Wembley,1420000,4,3,2,737,186,1945,3.9,Subiaco Station,0.9,02-2019,6014,Bold Park Community School,1.4
20805,5 The Lakes Boulevard,Jandakot,480000,3,3,2,3060,213,2004,17.6,Cockburn Central Station,1.7,10-2020,6164,Lakeland Senior High School,0.8
20806,5 The Outlook,Coogee,750000,4,2,2,976,165,1990,21.0,Cockburn Central Station,8.4,12-2016,6166,Port School,4.7
20807,5 The Spit,Kallaroo,1100000,6,3,4,926,252,1990,21.7,Edgewater Station,4.1,10-2016,6025,St Mark'S Anglican Community School,1.4
20808,5 Thetis Terrace,Ellenbrook,385000,4,2,4,567,191,2005,22.9,Guildford Station,14.6,04-2020,6069,Holy Cross College,0.8
20809,5 Thiele Road,Banksia Grove,350000,4,2,2,507,167,2009,28.9,Clarkson Station,6.0,02-2019,6031,Joseph Banks Secondary College,0.5
20810,5 Thornbill Road,Huntingdale,565000,4,2,2,624,231,2007,17.3,Thornlie Station,4.2,01-2016,6110,Thornlie Senior High School,2.1
20811,5 Throssell Road,Greenmount,350000,4,2,2,2000,249,2007,20.6,Midland Station,6.3,09-2015,6056,Swan View Senior High School,2.4
20812,5 Throwley Avenue,Butler,328000,3,2,2,396,148,2002,36.6,Butler Station,1.9,07-2019,6036,Butler College,0.8
20813,5 Tiller Road,Ocean Reef,723000,4,2,1,805,163,1989,23.4,Edgewater Station,3.5,05-2017,6027,Ocean Reef Senior High School,1.0
20814,5 Tintagel Court,City Beach,1305000,4,2,2,1110,250,1993,9.4,Grant Street Station,5.0,05-2019,6015,John Xxiii College,3.1
20815,5 Titicaca Court,Joondalup,575000,4,2,2,611,150,1993,27.2,Currambine Station,1.4,06-2018,6027,Lake Joondalup Baptist College,1.8
20816,5 Tiwi Court,Iluka,665000,4,2,2,651,229,1999,27.4,Currambine Station,1.8,09-2019,6028,Prendiville Catholic College,2.8
20817,5 Tondoon Bend,Aveley,490000,4,2,2,640,203,2007,21.4,Woodbridge Station,11.0,03-2018,6069,Swan Valley Anglican Community School,0.2
20818,5 Topaz Court,Mount Richon,590000,4,2,2,2464,365,1991,27.4,Armadale Station,1.3,12-2014,6112,Armadale Senior High School,1.5
20819,5 Torridon Street,Ardross,1270000,5,2,2,916,256,1967,9.0,Bull Creek Station,2.1,07-2020,6153,Applecross Senior High School,0.6
20820,5 Tortoise Street,Alkimos,400000,4,2,2,450,172,2015,39.4,Butler Station,1.3,08-2020,6038,Butler College,3.8
20821,5 Tottenham Street,Chidlow,383500,4,2,1,1519,145,1978,39.8,Midland Station,25.3,09-2015,6556,Eastern Hills Senior High School,4.6
20822,5 Towerhill Court,Darlington,740000,4,2,2,2277,200,1986,20.4,Midland Station,6.5,12-2016,6070,Treetops Montessori School,1.7
20823,5 Trafford Court,Craigie,439000,3,1,1,504,95,1976,20.1,Whitfords Station,1.8,12-2020,6025,Belridge Secondary College,2.1
20824,5 Tranmere Place,Craigie,604500,5,3,3,708,217,1978,20.9,Edgewater Station,1.2,05-2018,6025,Belridge Secondary College,1.3
20825,5 Transom Way,Ocean Reef,640000,5,2,1,794,292,1986,23.9,Joondalup Station,3.1,08-2018,6027,Ocean Reef Senior High School,0.5
20826,5 Trewarn Place,Bedfordale,700000,4,2,3,4134,232,2003,29.6,Armadale Station,4.9,09-2018,6112,Southern Hills Christian College,3.6
20827,5 Trona Place,Forrestfield,360000,3,1,1,658,110,1994,13.0,Madding,6.7,03-2019,6058,Darling Range Sports College,2.5
20828,5 Tulsa Court,Mindarie,863000,4,2,2,926,286,1997,33.5,Clarkson Station,3.6,06-2020,6030,Mindarie Senior College,0.8
20829,5 Tulum Approach,Iluka,1150000,4,2,2,589,326,2010,27.1,Currambine Station,2.6,07-2018,6028,Prendiville Catholic College,2.4
20830,5 Tuomey Follow,Baldivis,430000,4,2,2,516,187,2005,44.0,Warnbro Station,3.5,07-2020,6171,Tranby College,0.4
20831,5 Tuross Place,Ridgewood,462000,5,2,2,524,197,2007,34.0,Clarkson Station,2.8,05-2015,6030,Clarkson Community High School,1.1
20832,5 Turstin Glen,Kiara,410000,4,2,1,528,145,1993,10.9,Bassendean Station,2.7,07-2017,6054,Kiara College,0.4
20833,5 Turton Street,Guildford,684000,3,1,2,533,160,1900,13.3,East Guildford Station,0.3,01-2013,6055,Guildford Grammar School,0.3
20834,5 Tweed Crescent,Coolbinia,1900000,3,2,2,739,241,2002,4.0,Perth Station,3.9,08-2017,6050,Mount Lawley Senior High School,1.2
20835,5 Unnaro Street,Hillman,315000,4,1,2,683,112,1984,37.9,Rockingham Station,0.9,09-2017,6168,Kolbe Catholic College,0.6
20836,5 Valdez Way,Port Kennedy,390000,4,2,4,633,191,2005,48.2,Warnbro Station,5.8,05-2018,6172,Warnbro Community High School,3.5
20837,5 Valmae Road,Riverton,680000,5,2,5,429,171,1970,9.8,Bull Creek Station,2.6,09-2016,6148,Rossmoyne Senior High School,1.3
20838,5 Vance Place,Bull Creek,700000,4,2,1,683,151,1974,12.3,Murdoch Station,2.0,11-2016,6149,Willetton Senior High School,0.8
20839,5 Verdello Way,Pearsall,437000,3,2,2,300,171,2009,19.1,Whitfords Station,3.5,10-2020,6065,Alta-1,0.2
20840,5 Verona Street,Hocking,490000,4,2,2,555,206,2005,21.2,Edgewater Station,4.2,02-2017,6065,Wanneroo Secondary College,1.0
20841,5 Verona Street,Stirling,1150000,5,2,2,520,360,2009,6.9,Glendalough Station,1.7,07-2017,6021,Servite College,1.3
20842,5 Verve Court,Marmion,1850000,5,3,2,483,467,2009,15.8,Warwick Station,4.1,06-2012,6020,Sacred Heart College,1.7
20843,5 Vickridge Close,Beaconsfield,440000,3,2,2,200,101,2012,16.3,Fremantle Station,3.2,05-2018,6162,Fremantle College,0.8
20844,5 View Court,Edgewater,620000,5,2,2,693,201,1994,21.7,Edgewater Station,1.3,12-2016,6027,Mater Dei College,1.4
20845,5 Vilamour Close,Currambine,665000,4,2,2,764,210,1991,25.8,Currambine Station,1.9,01-2020,6028,Lake Joondalup Baptist College,1.6
20846,5 Vista Drive,Parkerville,538000,4,2,2,1919,250,1989,28.8,Midland Station,14.1,03-2018,6081,Mundaring Christian College,4.3
20847,5 Vista Grove,Mount Nasura,630000,4,2,6,2688,291,1984,26.2,Sherwood Station,1.8,07-2019,6112,Sowilo Community High School,2.0
20848,5 Vista Street,Kensington,1130000,4,2,4,442,267,1939,3.9,Carlisle Station,3.3,10-2016,6151,Wesley College,1.1
20849,5 Vitis Chase,Ashby,265000,3,2,2,246,113,2015,25.4,Joondalup Station,3.8,03-2014,6065,Wanneroo Secondary College,3.4
20850,5 Vivian Way,Boya,360000,2,2,4,1777,275,1993,19.1,Midland Station,6.2,02-1998,6056,Treetops Montessori School,1.6
20851,5 Wadham Link,Piara Waters,385000,3,2,2,319,126,2014,20.8,Cockburn Central Station,5.3,07-2019,6112,Carey Baptist College,3.1
20852,5 Wagstaff Road,Redcliffe,510000,5,2,2,450,173,1998,8.9,Success Hill Station,5.6,08-2015,6104,Belmont City College,2.0
20853,5 Walgreen Crescent,Calista,265500,3,1,2,769,125,1960,32.8,Wellard Station,2.4,05-2013,6167,Gilmore College,0.9
20854,5 Walsall Turn,Hocking,565000,4,2,2,580,218,2002,20.3,Edgewater Station,3.4,11-2017,6065,Alta-1,1.3
20855,5 Wambiri Court,Jane Brook,530000,4,2,2,700,175,1996,20.6,Midland Station,5.7,03-2015,6056,Swan View Senior High School,2.2
20856,5 Wanliss Street,Jarrahdale,365000,4,1,2,1011,135,1977,46.9,Armadale Station,21.0,02-2015,6124,Court Grammar School,10.0
20857,5 Warburton Court,Byford,569000,3,2,4,4144,191,2003,32.4,Armadale Station,7.3,05-2019,6122,Byford Secondary College,0.7
20858,5 Warreen Place,City Beach,1875000,4,2,2,846,300,1974,10.1,Glendalough Station,5.9,12-2016,6015,Hale School,2.3
20859,5 Warri Road,City Beach,1800000,3,2,3,829,316,1986,10.6,Stirling Station,4.6,12-2016,6015,International School Of Western Australia,2.0
20860,5 Waterloo Road,Cooloongup,300000,4,2,2,692,148,1995,39.3,Rockingham Station,0.7,08-2020,6168,Kolbe Catholic College,2.0
20861,5 Waterston Gardens,Hillarys,1050000,4,2,4,932,316,1994,20.5,Whitfords Station,4.3,01-2020,6025,St Mark'S Anglican Community School,0.6
20862,5 Watervista Close,The Vines,360000,3,2,1,255,149,1997,24.6,Midland Station,13.6,01-2017,6069,Holy Cross College,3.0
20863,5 Watling Avenue,Lynwood,460000,3,1,2,693,155,1976,12.5,Thornlie Station,2.0,04-2015,6147,Langford Islamic College,0.5
20864,5 Wattlebird Place,Brookdale,255000,4,2,1,544,105,1992,27.6,Armadale Station,2.0,10-2018,6112,Dale Christian School,1.1
20865,5 Webber Street,Willagee,520000,4,2,2,717,146,1960,12.4,Fremantle Station,4.7,02-2020,6156,Melville Senior High School,1.0
20866,5 Weetman Cove,Cannington,323000,3,2,1,292,116,1997,9.0,Queens Park Station,0.7,09-2018,6107,St Norbert College,0.8
20867,5 Weld Street,Rockingham,720000,4,2,2,333,277,2006,36.3,Rockingham Station,3.2,11-2020,6168,South Metropolitan Youth Link Community College,1.3
20868,5 Wendo Court,Hillman,310000,3,1,1,683,105,1976,38.2,Rockingham Station,0.6,08-2013,6168,Kolbe Catholic College,0.8
20869,5 Wescap Rise,Merriwa,396000,4,2,2,679,173,1989,34.3,Butler Station,4.1,07-2015,6030,Quinns Baptist College,0.6
20870,5 Wessex Street,Carine,897000,4,3,2,900,229,1996,12.5,Warwick Station,1.3,12-2018,6020,Carine Senior High School,1.4
20871,5 Westerway Terrace,North Lake,680000,4,2,2,631,205,2000,14.7,Murdoch Station,2.0,01-2010,6163,Leeming Senior High School,1.5
20872,5 Westport Parade,Darch,545000,5,2,2,601,250,2003,15.9,Greenwood Station,6.3,12-2017,6065,Ashdale Secondary College,0.7
20873,5 Westview Place,Darlington,450000,3,2,2,1934,109,1975,20.7,Midland Station,6.7,09-2018,6070,Treetops Montessori School,1.9
20874,5 Wexford Court,Waterford,700888,3,2,2,752,164,1983,7.0,Canning Bridge Station,2.4,06-2018,6152,Clontarf Aboriginal College,1.1
20875,5 Whitewater Lookout,Iluka,1130000,5,2,2,730,265,2002,26.8,Currambine Station,2.7,05-2018,6028,Prendiville Catholic College,2.1
20876,5 Whitland Street,Butler,390000,3,2,2,411,142,2009,37.9,Butler Station,0.5,11-2020,6036,Butler College,1.6
20877,5 Whitworth Place,Dianella,580000,4,2,2,736,224,1976,8.6,Mount Lawley Station,6.4,12-2019,6059,Morley Senior High School,0.6
20878,5 Wiggins Road,Orelia,290000,3,1,3,729,135,1970,31.6,Kwinana Station,1.5,08-2015,6167,Gilmore College,1.2
20879,5 Wilde Street,Embleton,900000,4,2,2,320,259,2008,7.0,Bayswater Station,1.8,04-2015,6062,John Forrest Secondary College,0.5
20880,5 Willcock Avenue,Daglish,1010000,2,1,2,649,122,1945,4.4,Daglish Station,0.1,10-2015,6008,Shenton College,1.4
20881,5 William Street,Wattle Grove,530000,4,2,2,480,173,2012,12.6,Kenwick Station,4.0,06-2016,6107,Rehoboth Christian College,3.4
20882,5 Wimbledon Street,Bertram,325000,4,2,2,586,190,2004,33.1,Kwinana Station,1.7,08-2018,6167,The King'S College,1.1
20883,5 Wing Court,Maylands,890000,4,2,2,392,227,2004,4.7,Belmont Park Station,1.6,12-2020,6051,Trinity College,3.0
20884,5 Winifred Street,Mosman Park,1210000,2,1,2,454,188,1950,11.3,Vic,0.6,12-2019,6012,Iona Presentation College,0.6
20885,5 Wishbone Drive,South Guildford,805000,4,2,2,658,237,2015,13.4,East Guildford Station,1.1,02-2017,6055,Guildford Grammar School,1.2
20886,5 Wisteria Way,Ferndale,467000,4,2,1,688,123,1973,11.0,Thornlie Station,3.4,10-2017,6148,Fountain College,0.2
20887,5 Witney Place,Leeming,800000,5,2,2,779,230,1986,13.2,Murdoch Station,0.4,04-2018,6149,Leeming Senior High School,0.7
20888,5 Woodbine Loop,Tapping,507500,4,2,2,660,182,2001,27.3,Currambine Station,3.8,07-2017,6065,Joseph Banks Secondary College,1.9
20889,5 Woodfield Close,Mount Helena,590000,5,2,4,2000,206,1997,34.5,Midland Station,20.0,01-2015,6082,Eastern Hills Senior High School,1.3
20890,5 Woodford Court,Koondoola,380000,3,1,4,692,127,1970,12.2,Warwick Station,6.3,07-2016,6064,Mercy College,0.7
20891,5 Woodlands Street,Menora,980000,3,2,1,732,143,1947,3.2,Perth Station,3.1,03-2013,6050,Mount Lawley Senior High School,0.8
20892,5 Woodlands Way,Jandakot,685000,3,2,2,350,206,1999,16.8,Cockburn Central Station,2.5,09-2014,6164,Lakeland Senior High School,1.1
20893,5 Woonan Place,Karawara,850000,4,2,2,703,226,1997,6.2,Canning Bridge Station,2.0,09-2014,6152,Como Secondary College,0.6
20894,5 WUNANGA Road,Dayton,420000,3,2,2,315,194,2016,15.7,East Guildford Station,4.8,09-2016,6055,Swan Christian College,3.4
20895,5 Wundu Entrance,South Guildford,430000,4,2,7,642,121,2002,12.3,East Guildford Station,2.2,06-2017,6055,Guildford Grammar School,2.5
20896,5 Wungong Close,Wungong,989000,4,2,2,11579,329,1988,30.4,Armadale Station,4.0,03-2007,6112,Southern Hills Christian College,2.8
20897,5 Wyman Court,Girrawheen,370000,3,1,1,726,99,1984,12.0,Warwick Station,3.9,08-2017,6064,Emmanuel Christian Community School,1.1
20898,5 Yalgar Place,Lockridge,370000,3,1,1,368,118,1998,11.3,Success Hill Station,1.7,11-2014,6054,Kiara College,1.7
20899,5 Yalgoo Avenue,White Gum Valley,610000,3,1,2,560,122,1971,14.4,Fremantle Station,2.7,07-2018,6162,Fremantle College,1.1
20900,5 Yallambee Place,Karawara,640000,5,2,2,777,160,1976,6.4,Canning Bridge Station,2.0,12-2019,6152,Como Secondary College,0.7
20901,5 Yandella Promenade,Tapping,488100,4,2,2,603,191,2004,26.9,Currambine Station,4.4,10-2018,6065,Joseph Banks Secondary College,2.0
20902,5 Yonga Way,South Guildford,542000,4,2,2,540,192,2009,13.1,East Guildford Station,1.2,06-2017,6055,Guildford Grammar School,1.4
20903,5 Yongara Mews,Viveash,529000,4,2,4,561,162,1996,15.5,Woodbridge Station,1.7,03-2019,6056,La Salle College,0.8
20904,5 Yoorn Way,Bertram,455500,4,2,2,662,211,2007,32.9,Kwinana Station,1.4,02-2016,6167,The King'S College,0.8
20905,5 Zircon Court,Carine,808000,4,2,2,729,243,1984,14.1,Warwick Station,2.6,01-2019,6020,Carine Senior High School,0.6
20906,5 Zurich Fairway,Hocking,460000,4,2,2,527,161,2006,21.3,Edgewater Station,4.4,10-2019,6065,Wanneroo Secondary College,1.0
20907,5/1 Acapulco Road,Safety Bay,225000,3,1,2,245,85,1989,40.3,Rockingham Station,2.5,11-2020,6169,Safety Bay Senior High School,0.6
20908,5/1 Brumby Avenue,Henley Brook,335000,4,2,1,324,148,2003,20.5,East Guildford Station,11.2,09-2015,6055,Swan Valley Anglican Community School,1.1
20909,5/1 Pemberton Boulevard,Baldivis,315000,3,2,2,283,136,2008,41.3,Warnbro Station,4.8,10-2020,6171,Baldivis Secondary College,1.7
20910,5/1 Tricia Court,Shelley,422000,3,1,2,317,85,1990,9.0,Canning Bridge Station,3.9,06-2018,6148,Clontarf Aboriginal College,1.5
20911,5/10 Elanora Drive,Cooloongup,229000,3,1,1,3500,92,1995,39.0,Rockingham Station,0.5,04-2018,6168,Kolbe Catholic College,1.8
20912,5/10 Siderno Rise,Hocking,349000,3,2,2,4251,124,2003,20.2,Edgewater Station,3.0,12-2020,6065,Alta-1,1.1
20913,5/11 Altona Street,West Perth,608000,2,2,1,129,93,2004,1.8,City West Station,0.9,03-2018,6005,Perth Modern School,0.7
20914,5/11 Angove Drive,Hillarys,480000,2,1,1,238,91,1993,19.0,Greenwood Station,3.8,10-2019,6025,St Mark'S Anglican Community School,1.6
20915,5/11 Elvire Street,Viveash,342500,3,1,2,255,103,1995,15.3,Midland Station,0.8,07-2015,6056,La Salle College,0.8
20916,5/11 Hislop Road,Attadale,487500,2,1,2,945,109,2003,9.9,North Fremantle Station,5.5,11-2017,6156,Melville Senior High School,1.8
20917,5/1178 Hay Street,West Perth,407000,2,1,1,3365,56,2011,1.5,City West Station,0.5,04-2018,6005,Perth Modern School,0.8
20918,5/13 Jersey Street,Jolimont,665000,3,1,2,202,109,1996,4.5,Daglish Station,0.4,01-2016,6014,Shenton College,1.5
20919,5/138 Gibbs Street,East Cannington,420000,3,2,2,267,139,2015,10.8,Canning,1.3,08-2018,6107,St Norbert College,1.4
20920,5/138a Queens Road,South Guildford,630000,4,2,2,333,214,2007,11.6,Guildford Station,1.1,09-2017,6055,Guildford Grammar School,1.9
20921,5/14 Little Walcott Street,North Perth,620000,2,2,2,981,128,2004,3.0,Perth Station,2.9,07-2018,6006,Mount Lawley Senior High School,0.9
20922,5/15 Morgan Street,Cannington,380000,3,2,2,230,112,2004,11.3,Canning,0.8,08-2020,6107,Sevenoaks Senior College,1.0
20923,5/15 Stone Street,South Perth,300000,1,1,1,1495,72,2005,2.4,Esplanade Station,1.9,09-2020,6151,Wesley College,1.9
20924,5/15 Turner Place,Kelmscott,238000,3,2,2,259,111,2008,22.7,Kelmscott Station,0.6,10-2019,6111,John Wollaston Anglican Community School,0.7
20925,5/156 South Street,White Gum Valley,522000,3,1,4,385,122,1990,15.1,Fremantle Station,2.3,12-2015,6162,Fremantle College,0.6
20926,5/166 Hector Street,Osborne Park,263000,2,1,1,3826,66,1977,6.3,Glendalough Station,1.1,05-2016,6017,Servite College,1.0
20927,5/166 Melville Parade,Como,614000,3,2,2,352,160,1989,5.4,Canning Bridge Station,1.0,07-2019,6152,Como Secondary College,1.5
20928,5/166 Seventh Avenue,Inglewood,580000,3,2,2,125,120,2004,4.0,Maylands Station,1.0,02-2018,6052,Perth College,1.2
20929,5/17 Craig Street,Mundaring,493000,2,1,1,246,112,1998,29.8,Midland Station,16.0,05-2015,6073,Mundaring Christian College,1.2
20930,5/17 Normanby Road,Inglewood,425000,2,1,1,2015,78,1981,4.6,Maylands Station,1.2,01-2017,6052,Chisholm Catholic College,1.5
20931,5/173 George Street,Queens Park,357000,3,2,2,202,88,2011,9.9,Queens Park Station,0.4,06-2017,6107,St Norbert College,0.3
20932,5/174 Collier Road,Embleton,417000,3,1,6,400,96,1996,7.5,Bayswater Station,1.6,10-2015,6062,John Forrest Secondary College,1.2
20933,5/18 Waterloo Street,Joondanna,472000,3,1,2,2135,89,1984,5.2,Glendalough Station,0.7,09-2016,6060,Servite College,1.2
20934,5/181 Tyler Street,Tuart Hill,400000,3,1,1,2125,82,1985,7.0,Stirling Station,2.4,10-2017,6060,Servite College,1.0
20935,5/19 Bulrush Drive,Bibra Lake,365000,3,1,1,161,87,1992,16.8,Cockburn Central Station,3.6,10-2016,6163,Lakeland Senior High School,1.6
20936,5/198 Hamilton Road,Spearwood,420000,3,2,2,209,104,2015,18.8,Fremantle Station,6.6,12-2020,6163,Port School,2.5
20937,5/2 Cambey Way,Brentwood,425000,2,1,1,197,90,1993,10.4,Bull Creek Station,0.5,03-2013,6153,Corpus Christi College,1.4
20938,5/2 Lewington Gardens,Bibra Lake,480000,3,1,1,142,86,1987,16.8,Cockburn Central Station,3.9,12-2015,6163,Perth Waldorf School,1.5
20939,5/20 Alday Street,St James,347000,3,1,1,10688,100,1988,6.8,Oats Street Station,0.9,05-2017,6102,Kent Street Senior High School,2.0
20940,5/211 Ferndale Crescent,Ferndale,415000,3,1,1,4224,105,1982,10.8,Queens Park Station,3.0,02-2015,6148,Fountain College,0.7
20941,5/22 Avonmore Terrace,Cottesloe,910000,2,1,1,2063,97,1900,11.4,Mosman Park Station,0.5,05-2017,6011,St Hilda'S Anglican School For Girls,1.3
20942,5/23 Everglades Parade,Landsdale,345000,3,2,2,277,123,2000,15.8,Greenwood Station,7.1,12-2018,6065,Landsdale Christian School,1.0
20943,5/255 Newcastle Street,Northbridge,430000,2,2,1,523,90,2010,0.747,Perth Station,0.6,10-2017,6003,St George'S Anglican Grammar School,1.0
20944,5/26 Andrea Way,Queens Park,415000,3,2,2,297,117,2015,9.5,Queens Park Station,1.2,03-2016,6107,St Norbert College,0.9
20945,5/26 GILLON Street,Karawara,430000,3,1,1,2378,93,2008,6.6,Canning Bridge Station,2.2,09-2009,6152,Como Secondary College,1.0
20946,5/26 Morgan Street,Cannington,347000,3,2,2,202,93,2006,11.3,Beckenham Station,0.7,08-2016,6107,Sevenoaks Senior College,1.0
20947,5/27 Bickley Road,Cannington,395000,3,2,2,226,145,2008,11.4,Beckenham Station,0.9,05-2016,6107,Sevenoaks Senior College,1.3
20948,5/276 Belmont Avenue,Kewdale,316000,3,1,1,176,86,1995,7.4,Vic,3.2,03-2018,6105,Belmont City College,1.0
20949,5/28 Holmesdale Road,Woodbridge,380000,3,2,2,1999,99,2000,14.3,Woodbridge Station,0.1,10-2014,6056,Governor Stirling Senior High School,0.5
20950,5/287 Vincent Street,Leederville,360000,1,1,1,786,53,2014,2.3,Leederville Station,0.4,05-2016,6007,Aranmore Catholic College,1.1
20951,5/3 Birdwood Road,Melville,645000,4,2,2,2024,188,1997,10.6,North Fremantle Station,4.7,02-2019,6156,Melville Senior High School,1.5
20952,5/3 Rockingham Road,Hamilton Hill,505000,2,2,1,930,108,2009,16.9,Fremantle Station,3.4,04-2020,6163,Fremantle College,1.3
20953,5/301 Mill Point Road,South Perth,588000,3,1,1,1986,100,1991,3.2,Claisebrook Station,3.1,12-2019,6151,Wesley College,0.7
20954,5/31 Peppermint Gardens,Aubin Grove,363000,3,2,2,286,103,2011,25.4,Cockburn Central Station,6.1,02-2016,6164,Atwell College,4.1
